image_path,age,gender,ethnicity
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/22_1_2_20170116172611887.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_1_2_20161219142735921.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/34_0_3_20170119154527314.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/2_1_2_20161219211255317.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/38_0_1_20170113173111601.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/12_1_0_20170116211852302.jpg.chip.jpg,u20,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/58_0_0_20170117191921441.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/24_1_2_20170116171607480.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/34_0_3_20170119200547004.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/20_0_3_20170104214317461.jpg.chip.jpg,u20,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/25_1_2_20170104022809304.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_0_1_20170113180628821.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/35_1_4_20170117195230500.jpg.chip.jpg,u40,female,others
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/2_1_3_20161220144550221.jpg.chip.jpg,u10,female,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_0_20170116224759206.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/24_1_2_20170116162908737.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/18_0_0_20170110231703804.jpg.chip.jpg,u20,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_0_1_20170120133824503.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/36_0_3_20170119191944665.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/27_1_3_20170104223444183.jpg.chip.jpg,u40,female,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/61_0_3_20170119211817688.jpg.chip.jpg,a60,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/18_0_1_20170113175821404.jpg.chip.jpg,u20,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/63_0_0_20170104213058630.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/45_0_0_20170117192031378.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/54_0_0_20170104212621156.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/35_0_1_20170116225124900.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/27_1_0_20170117173155398.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/81_0_0_20170117091321806.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/17_0_3_20170104225734512.jpg.chip.jpg,u20,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_1_2_20161219153752980.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_0_3_20170119163856511.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/54_0_0_20170120223234975.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/2_1_2_20161219142427449.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/55_0_3_20170117155001317.jpg.chip.jpg,u60,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_1_1_20170117020409415.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/93_1_0_20170110141221528.jpg.chip.jpg,a60,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/24_1_1_20170112204507818.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_0_1_20170113151615824.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/66_0_3_20170119180856366.jpg.chip.jpg,a60,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/40_0_3_20170119211848649.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_1_20170104230506569.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/85_1_0_20170110183455199.jpg.chip.jpg,a60,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_1_2_20170116165438870.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/63_0_0_20170109011137735.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_1_2_20170116184134921.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/10_0_0_20170110220654150.jpg.chip.jpg,u10,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/1_0_0_20170110213012671.jpg.chip.jpg,u10,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/30_0_0_20170117132538273.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_1_0_20170117144947570.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/1_0_2_20161219222014119.jpg.chip.jpg,u10,male,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/59_0_1_20170113152816239.jpg.chip.jpg,u60,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/47_0_0_20170117135954024.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/30_1_1_20170112213021902.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_0_0_20170117144620972.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/36_1_0_20170110173815028.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/16_1_1_20170117194816437.jpg.chip.jpg,u20,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/50_0_3_20170119195739498.jpg.chip.jpg,u60,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/84_1_0_20170120225816538.jpg.chip.jpg,a60,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_1_2_20161219204830421.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/29_1_0_20170104172544539.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/12_0_0_20170110224603045.jpg.chip.jpg,u20,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_1_20170113152734393.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/27_0_1_20170113133630265.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_0_0_20170116220953152.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/80_1_0_20170110141751087.jpg.chip.jpg,a60,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_0_2_20170110220021011.jpg.chip.jpg,u10,male,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/29_1_1_20170112234045193.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/15_1_0_20170109203414090.jpg.chip.jpg,u20,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/75_0_0_20170117174423110.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/27_1_3_20170116173028210.jpg.chip.jpg,u40,female,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/65_0_1_20170117190957867.jpg.chip.jpg,a60,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/67_0_0_20170104213337429.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/45_1_1_20170116160543061.jpg.chip.jpg,u60,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_3_20170113182519667.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_1_2_20170116164515900.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/23_1_4_20170103233611875.jpg.chip.jpg,u40,female,others
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_1_4_20170105164223948.jpg.chip.jpg,u40,female,others
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/34_0_3_20170119194900548.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_1_2_20161219160314709.jpg.chip.jpg,u10,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/30_0_2_20170117134906136.jpg.chip.jpg,u40,male,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/56_1_3_20170119211416888.jpg.chip.jpg,u60,female,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/17_0_1_20170117183520064.jpg.chip.jpg,u20,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_0_20170117173239213.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/90_0_0_20170117174936333.jpg.chip.jpg,a60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/46_0_1_20170113141909603.jpg.chip.jpg,u60,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/14_1_3_20170104221807127.jpg.chip.jpg,u20,female,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/43_0_1_20170116205314288.jpg.chip.jpg,u60,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/24_1_2_20170116174806841.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/42_1_0_20170110154309957.jpg.chip.jpg,u60,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/40_0_0_20170116010717610.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/40_0_3_20170119204129150.jpg.chip.jpg,u40,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/32_0_1_20170113152015975.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/1_0_2_20161219212700566.jpg.chip.jpg,u10,male,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_1_0_20170104165123368.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_1_2_20170116182442130.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/32_0_1_20170113152011361.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/26_0_1_20170116233406148.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/30_1_2_20170116191922002.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_0_1_20170117020144774.jpg.chip.jpg,u40,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/61_0_3_20170105180813046.jpg.chip.jpg,a60,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/7_0_1_20170110220056218.jpg.chip.jpg,u10,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/6_0_3_20170119145452429.jpg.chip.jpg,u10,male,indian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/1_0_0_20170109191445171.jpg.chip.jpg,u10,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/10_1_0_20170109204844109.jpg.chip.jpg,u10,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/32_0_0_20170117182320245.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/21_1_1_20170117170723269.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/20_1_0_20170103175634288.jpg.chip.jpg,u20,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/36_1_1_20170116163956549.jpg.chip.jpg,u40,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/4_0_2_20161219194145563.jpg.chip.jpg,u10,male,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/31_1_0_20170117181737356.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/20_1_1_20170112231407182.jpg.chip.jpg,u20,female,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/39_1_0_20170116001012194.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/40_1_2_20170109003053046.jpg.chip.jpg,u40,female,asian
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/16_0_1_20170110231925176.jpg.chip.jpg,u20,male,black
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/34_0_0_20170104170059137.jpg.chip.jpg,u40,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/28_1_0_20170116205749382.jpg.chip.jpg,u40,female,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/42_0_0_20170104210426844.jpg.chip.jpg,u60,male,white
/home/server1/Documents/alina/PyTorch-Multi-Label-Image-Classification/data/UTKFace/images/21_1_2_20170116171010589.jpg.chip.jpg,u40,female,asian
